workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,lex_code,response,result,rt,sib_code,slider_start,spk,stimulus,success,time_elapsed,timeout,trial_index,trial_type,triplet_id,error
898,list3,,,,,,0.0-2.0,,,,,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,13487,,2,html-button-response,,
898,list3,,,,,,0.0-3.0,,2,correct,2589,,,,audio/gift.wav,,16418,,3,audio-button-response,,
898,list3,,,,,,0.0-4.0,,0,,1360,,,,<p>Correct! You are ready to begin the study.</p>,,17779,,4,html-button-response,,
898,list3,,,,,,0.0-5.0,,0,,16776,,,,"<p><font size='3'>In this experiment, you will listen to a series of sentences, produced by different speakers. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You may click along this scale after the speaker stops talking. Try to respond as quickly as you can. If you do not respond within ten seconds, the experiment will advance automatically. There will be a progress bar at the top of the screen. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,34556,,5,html-button-response,,
898,list3,,,,,,0.0-6.0-0.0,neutral,1482,,5097,control,5000,246,audio/246_CN7.wav,,39655,,6,audio-slider-response,7,
898,list3,,,,,,0.0-6.0-1.0,,,,,,,,,,40157,,7,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.1,neutral,4430,,4661,low,5000,723,audio/723_SN9_low.wav,,44820,,8,audio-slider-response,9,
898,list3,,,,,,0.0-6.0-1.1,,,,,,,,,,45321,,9,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.2,neutral,475,,3036,high,5000,246,audio/246_SN21_high.wav,,48358,,10,audio-slider-response,21,
898,list3,,,,,,0.0-6.0-1.2,,,,,,,,,,48860,,11,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.3,neutral,3196,,3884,control,5000,723,audio/723_CN18.wav,,52747,,12,audio-slider-response,18,
898,list3,,,,,,0.0-6.0-1.3,,,,,,,,,,53248,,13,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.4,neutral,3780,,2566,high,5000,723,audio/723_SN21_high.wav,,55815,,14,audio-slider-response,21,
898,list3,,,,,,0.0-6.0-1.4,,,,,,,,,,56316,,15,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.5,neutral,0,,4040,control,5000,246,audio/246_CN17.wav,,60360,,16,audio-slider-response,17,
898,list3,,,,,,0.0-6.0-1.5,,,,,,,,,,60861,,17,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.6,neutral,4250,,3158,mid,5000,723,audio/723_SN1_mid.wav,,64020,,18,audio-slider-response,1,
898,list3,,,,,,0.0-6.0-1.6,,,,,,,,,,64521,,19,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.7,neutral,1226,,4435,high,5000,723,audio/723_SN4_high.wav,,68954,,20,audio-slider-response,4,
898,list3,,,,,,0.0-6.0-1.7,,,,,,,,,,69456,,21,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.8,neutral,1380,,4034,control,5000,246,audio/246_CN16.wav,,73495,,22,audio-slider-response,16,
898,list3,,,,,,0.0-6.0-1.8,,,,,,,,,,73996,,23,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.9,neutral,1334,,3524,control,5000,246,audio/246_CN2.wav,,77522,,24,audio-slider-response,2,
898,list3,,,,,,0.0-6.0-1.9,,,,,,,,,,78024,,25,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.10,neutral,1498,,3675,high,5000,246,audio/246_SN16_high.wav,,81704,,26,audio-slider-response,16,
898,list3,,,,,,0.0-6.0-1.10,,,,,,,,,,82204,,27,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.11,neutral,407,,3338,mid,5000,246,audio/246_SN8_mid.wav,,85547,,28,audio-slider-response,8,
898,list3,,,,,,0.0-6.0-1.11,,,,,,,,,,86048,,29,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.12,neutral,735,,3059,control,5000,246,audio/246_CN10.wav,,89111,,30,audio-slider-response,10,
898,list3,,,,,,0.0-6.0-1.12,,,,,,,,,,89612,,31,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.13,neutral,898,,3796,control,5000,246,audio/246_CN5.wav,,93410,,32,audio-slider-response,5,
898,list3,,,,,,0.0-6.0-1.13,,,,,,,,,,93912,,33,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.14,neutral,189,,2821,low,5000,723,audio/723_SN20_low.wav,,96733,,34,audio-slider-response,20,
898,list3,,,,,,0.0-6.0-1.14,,,,,,,,,,97234,,35,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.15,neutral,219,,3901,mid,5000,723,audio/723_SN8_mid.wav,,101139,,36,audio-slider-response,8,
898,list3,,,,,,0.0-6.0-1.15,,,,,,,,,,101640,,37,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.16,neutral,278,,3413,control,5000,246,audio/246_CN3.wav,,105055,,38,audio-slider-response,3,
898,list3,,,,,,0.0-6.0-1.16,,,,,,,,,,105556,,39,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.17,neutral,4293,,4400,control,5000,723,audio/723_CN21.wav,,109953,,40,audio-slider-response,21,
898,list3,,,,,,0.0-6.0-1.17,,,,,,,,,,110454,,41,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.18,neutral,2537,,3408,low,5000,723,audio/723_SN18_low.wav,,113862,,42,audio-slider-response,18,
898,list3,,,,,,0.0-6.0-1.18,,,,,,,,,,114364,,43,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.19,neutral,0,,3547,low,5000,246,audio/246_SN15_low.wav,,117911,,44,audio-slider-response,15,
898,list3,,,,,,0.0-6.0-1.19,,,,,,,,,,118413,,45,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.20,neutral,5111,,4278,mid,5000,723,audio/723_SN14_mid.wav,,122692,,46,audio-slider-response,14,
898,list3,,,,,,0.0-6.0-1.20,,,,,,,,,,123193,,47,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.21,neutral,1645,,3744,high,5000,723,audio/723_SN17_high.wav,,126941,,48,audio-slider-response,17,
898,list3,,,,,,0.0-6.0-1.21,,,,,,,,,,127443,,49,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.22,neutral,3025,,4296,control,5000,723,audio/723_CN19.wav,,131743,,50,audio-slider-response,19,
898,list3,,,,,,0.0-6.0-1.22,,,,,,,,,,132245,,51,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.23,neutral,3931,,4760,control,5000,723,audio/723_CN16.wav,,137008,,52,audio-slider-response,16,
898,list3,,,,,,0.0-6.0-1.23,,,,,,,,,,137509,,53,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.24,neutral,0,,6339,high,5000,246,audio/246_SN17_high.wav,,143851,,54,audio-slider-response,17,
898,list3,,,,,,0.0-6.0-1.24,,,,,,,,,,144353,,55,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.25,neutral,4073,,3913,mid,5000,723,audio/723_SN7_mid.wav,,148269,,56,audio-slider-response,7,
898,list3,,,,,,0.0-6.0-1.25,,,,,,,,,,148770,,57,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.26,neutral,1270,,3512,mid,5000,246,audio/246_SN14_mid.wav,,152287,,58,audio-slider-response,14,
898,list3,,,,,,0.0-6.0-1.26,,,,,,,,,,152788,,59,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.27,neutral,781,,3686,control,5000,246,audio/246_CN18.wav,,156476,,60,audio-slider-response,18,
898,list3,,,,,,0.0-6.0-1.27,,,,,,,,,,156977,,61,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.28,neutral,0,,4545,control,5000,246,audio/246_CN4.wav,,161519,,62,audio-slider-response,4,
898,list3,,,,,,0.0-6.0-1.28,,,,,,,,,,162020,,63,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.29,neutral,4639,,4841,high,5000,723,audio/723_SN2_high.wav,,166862,,64,audio-slider-response,2,
898,list3,,,,,,0.0-6.0-1.29,,,,,,,,,,167362,,65,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.30,neutral,236,,3111,control,5000,246,audio/246_CN13.wav,,170473,,66,audio-slider-response,13,
898,list3,,,,,,0.0-6.0-1.30,,,,,,,,,,170973,,67,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.31,neutral,1803,,3524,low,5000,246,audio/246_SN20_low.wav,,174501,,68,audio-slider-response,20,
898,list3,,,,,,0.0-6.0-1.31,,,,,,,,,,175002,,69,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.32,neutral,4764,,3715,control,5000,723,audio/723_CN14.wav,,178720,,70,audio-slider-response,14,
898,list3,,,,,,0.0-6.0-1.32,,,,,,,,,,179221,,71,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.33,neutral,2993,,3361,control,5000,723,audio/723_CN1.wav,,182579,,72,audio-slider-response,1,
898,list3,,,,,,0.0-6.0-1.33,,,,,,,,,,183080,,73,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.34,neutral,4007,,3233,control,5000,723,audio/723_CN20.wav,,186313,,74,audio-slider-response,20,
898,list3,,,,,,0.0-6.0-1.34,,,,,,,,,,186814,,75,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.35,neutral,0,,4331,control,5000,246,audio/246_CN1.wav,,191144,,76,audio-slider-response,1,
898,list3,,,,,,0.0-6.0-1.35,,,,,,,,,,191645,,77,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.36,neutral,3816,,3228,high,5000,723,audio/723_SN10_high.wav,,194870,,78,audio-slider-response,10,
898,list3,,,,,,0.0-6.0-1.36,,,,,,,,,,195372,,79,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.37,neutral,4304,,2891,mid,5000,723,audio/723_SN3_mid.wav,,198269,,80,audio-slider-response,3,
898,list3,,,,,,0.0-6.0-1.37,,,,,,,,,,198770,,81,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.38,neutral,680,,4656,control,5000,246,audio/246_CN20.wav,,203429,,82,audio-slider-response,20,
898,list3,,,,,,0.0-6.0-1.38,,,,,,,,,,203929,,83,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.39,neutral,0,,4447,low,5000,246,audio/246_SN5_low.wav,,208379,,84,audio-slider-response,5,
898,list3,,,,,,0.0-6.0-1.39,,,,,,,,,,208880,,85,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.40,neutral,4451,,2856,control,5000,723,audio/723_CN13.wav,,211738,,86,audio-slider-response,13,
898,list3,,,,,,0.0-6.0-1.40,,,,,,,,,,212238,,87,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.41,neutral,0,,3140,control,5000,246,audio/246_CN15.wav,,215379,,88,audio-slider-response,15,
898,list3,,,,,,0.0-6.0-1.41,,,,,,,,,,215880,,89,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.42,neutral,0,,4534,control,5000,246,audio/246_CN9.wav,,220411,,90,audio-slider-response,9,
898,list3,,,,,,0.0-6.0-1.42,,,,,,,,,,220912,,91,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.43,neutral,4544,,5451,control,5000,723,audio/723_CN8.wav,,226365,,92,audio-slider-response,8,
898,list3,,,,,,0.0-6.0-1.43,,,,,,,,,,226866,,93,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.44,neutral,4135,,2908,control,5000,723,audio/723_CN9.wav,,229774,,94,audio-slider-response,9,
898,list3,,,,,,0.0-6.0-1.44,,,,,,,,,,230275,,95,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.45,neutral,5000,,4174,mid,5000,723,audio/723_SN13_mid.wav,,234448,,96,audio-slider-response,13,
898,list3,,,,,,0.0-6.0-1.45,,,,,,,,,,234949,,97,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.46,neutral,0,,4632,control,5000,246,audio/246_CN21.wav,,239579,,98,audio-slider-response,21,
898,list3,,,,,,0.0-6.0-1.46,,,,,,,,,,240079,,99,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.47,neutral,0,,5799,control,5000,246,audio/246_CN14.wav,,245880,,100,audio-slider-response,14,
898,list3,,,,,,0.0-6.0-1.47,,,,,,,,,,246381,,101,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.48,neutral,0,,3500,control,5000,246,audio/246_CN19.wav,,249882,,102,audio-slider-response,19,
898,list3,,,,,,0.0-6.0-1.48,,,,,,,,,,250383,,103,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.49,neutral,0,,4830,mid,5000,246,audio/246_SN7_mid.wav,,255212,,104,audio-slider-response,7,
898,list3,,,,,,0.0-6.0-1.49,,,,,,,,,,255713,,105,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.50,neutral,0,,4313,high,5000,246,audio/246_SN10_high.wav,,260026,,106,audio-slider-response,10,
898,list3,,,,,,0.0-6.0-1.50,,,,,,,,,,260528,,107,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.51,neutral,0,,4238,high,5000,246,audio/246_SN4_high.wav,,264766,,108,audio-slider-response,4,
898,list3,,,,,,0.0-6.0-1.51,,,,,,,,,,265267,,109,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.52,neutral,4464,,2908,control,5000,723,audio/723_CN17.wav,,268174,,110,audio-slider-response,17,
898,list3,,,,,,0.0-6.0-1.52,,,,,,,,,,268675,,111,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.53,neutral,5000,,2984,control,5000,723,audio/723_CN2.wav,,271658,,112,audio-slider-response,2,
898,list3,,,,,,0.0-6.0-1.53,,,,,,,,,,272159,,113,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.54,neutral,5270,,3106,low,5000,723,audio/723_SN15_low.wav,,275265,,114,audio-slider-response,15,
898,list3,,,,,,0.0-6.0-1.54,,,,,,,,,,275766,,115,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.55,neutral,285,,4778,mid,5000,246,audio/246_SN3_mid.wav,,280547,,116,audio-slider-response,3,
898,list3,,,,,,0.0-6.0-1.55,,,,,,,,,,281047,,117,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.56,neutral,947,,5486,mid,5000,246,audio/246_SN13_mid.wav,,286532,,118,audio-slider-response,13,
898,list3,,,,,,0.0-6.0-1.56,,,,,,,,,,287032,,119,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.57,neutral,4757,,3953,low,5000,723,audio/723_SN19_low.wav,,290988,,120,audio-slider-response,19,
898,list3,,,,,,0.0-6.0-1.57,,,,,,,,,,291489,,121,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.58,neutral,5280,,3994,control,5000,723,audio/723_CN7.wav,,295485,,122,audio-slider-response,7,
898,list3,,,,,,0.0-6.0-1.58,,,,,,,,,,295986,,123,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.59,neutral,0,,3924,low,5000,246,audio/246_SN18_low.wav,,299909,,124,audio-slider-response,18,
898,list3,,,,,,0.0-6.0-1.59,,,,,,,,,,300410,,125,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.60,neutral,0,,4029,low,5000,246,audio/246_SN9_low.wav,,304438,,126,audio-slider-response,9,
898,list3,,,,,,0.0-6.0-1.60,,,,,,,,,,304940,,127,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.61,neutral,3546,,3733,low,5000,723,audio/723_SN5_low.wav,,308672,,128,audio-slider-response,5,
898,list3,,,,,,0.0-6.0-1.61,,,,,,,,,,309174,,129,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.62,neutral,5000,,3140,control,5000,723,audio/723_CN15.wav,,312314,,130,audio-slider-response,15,
898,list3,,,,,,0.0-6.0-1.62,,,,,,,,,,312816,,131,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.63,neutral,0,,3663,mid,5000,246,audio/246_SN1_mid.wav,,316480,,132,audio-slider-response,1,
898,list3,,,,,,0.0-6.0-1.63,,,,,,,,,,316981,,133,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.64,neutral,0,,5956,control,5000,246,audio/246_CN8.wav,,322942,,134,audio-slider-response,8,
898,list3,,,,,,0.0-6.0-1.64,,,,,,,,,,323444,,135,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.65,neutral,0,,7227,low,5000,246,audio/246_SN19_low.wav,,330672,,136,audio-slider-response,19,
898,list3,,,,,,0.0-6.0-1.65,,,,,,,,,,331173,,137,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.66,neutral,3829,,7308,control,5000,723,audio/723_CN3.wav,,338482,,138,audio-slider-response,3,
898,list3,,,,,,0.0-6.0-1.66,,,,,,,,,,338982,,139,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.67,neutral,4073,,4313,control,5000,723,audio/723_CN5.wav,,343297,,140,audio-slider-response,5,
898,list3,,,,,,0.0-6.0-1.67,,,,,,,,,,343798,,141,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.68,neutral,4847,,4058,control,5000,723,audio/723_CN4.wav,,347853,,142,audio-slider-response,4,
898,list3,,,,,,0.0-6.0-1.68,,,,,,,,,,348354,,143,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.69,neutral,1533,,4151,high,5000,246,audio/246_SN2_high.wav,,352506,,144,audio-slider-response,2,
898,list3,,,,,,0.0-6.0-1.69,,,,,,,,,,353007,,145,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.70,neutral,5000,,4116,control,5000,723,audio/723_CN10.wav,,357125,,146,audio-slider-response,10,
898,list3,,,,,,0.0-6.0-1.70,,,,,,,,,,357627,,147,html-keyboard-response,,
898,list3,,,,,,0.0-6.0-0.71,neutral,5000,,4458,high,5000,723,audio/723_SN16_high.wav,,362088,,148,audio-slider-response,16,
898,list3,,,,,,0.0-6.0-1.71,,,,,,,,,,362589,,149,html-keyboard-response,,
898,list3,,,,,,0.0-7.0,,0,,12146,,,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,374736,,150,html-button-response,,
898,list3,,POSITIVE,,,,0.0-8.0-0.0,,5000,,5930,,5000,,Girls should be protected and watched over more than boys.<br><br>,,380667,,151,html-slider-response,,
898,list3,,NEGATIVE,,,,0.0-8.0-0.1,,10000,,6654,,5000,,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,387323,,152,html-slider-response,,
898,list3,,NEGATIVE,,,,0.0-8.0-0.2,,10000,,6984,,5000,,People can be both aggressive and nurturing regardless of sex.<br><br>,,394308,,153,html-slider-response,,
898,list3,,POSITIVE,,,,0.0-8.0-0.3,,10000,,8610,,5000,,A father’s major responsibility is to provide financially for his children.<br><br>,,402919,,154,html-slider-response,,
898,list3,,NEGATIVE,,,,0.0-8.0-0.4,,5000,,4624,,5000,,People should be treated the same regardless of their sex.<br><br>,,407544,,155,html-slider-response,,
898,list3,,POSITIVE,,,,0.0-8.0-0.5,,5000,,4271,,5000,,Mothers should work only if necessary.<br><br>,,411816,,156,html-slider-response,,
898,list3,,POSITIVE,,,,0.0-8.0-0.6,,6010,,9117,,5000,,"For many important jobs, it is better to choose men instead of women.<br><br>",,420933,,157,html-slider-response,,
898,list3,,POSITIVE,,,,0.0-8.0-0.7,,10000,,4722,,5000,,Some types of work are just not appropriate for women.<br><br>,,425656,,158,html-slider-response,,
898,list3,,NEGATIVE,,,,0.0-8.0-0.8,,5000,,5498,,5000,,Tasks around the house should not be assigned by sex.<br><br>,,431155,,159,html-slider-response,,
898,list3,,POSITIVE,,,,0.0-8.0-0.9,,0,,4181,,5000,,Men are more sexual than women.<br><br>,,435337,,160,html-slider-response,,
898,list3,,POSITIVE,,,,0.0-8.0-0.10,,5068,,6700,,5000,,Mothers should make most decisions about how children are brought up.<br><br>,,442038,,161,html-slider-response,,
898,list3,,POSITIVE,,,,0.0-8.0-0.11,,10000,,4712,,5000,,Only some types of work are appropriate for both men and women.<br><br>,,446751,,162,html-slider-response,,
898,list3,,NEGATIVE,,,,0.0-8.0-0.12,,6465,,10245,,5000,,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,456997,,163,html-slider-response,,
898,list3,,,,,,0.0-9.0,,0,,19297,,,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,476294,,164,html-button-response,,
898,list3,[],,,,,0.0-10.0,,"{'age': '55', 'race': 'HISPANIC', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'MALE', 'region': 'Southwest - AZ, NM, OK, TX', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'No', 'language': 'ENGLISH', 'education': 'Hold a higher degree', 'political': 'Somewhat Conservative'}",,77554,,,,,,553901,,165,survey,,
898,list3,,,,,,0.0-11.0,,0,,1645,,,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,555547,,166,html-button-response,,
901,list3,,,[],[],[],0.0-0.0,,,,,,,,,True,12298,False,0,preload,,
901,list3,,,,,,0.0-1.0,,0,,7093,,,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 10 to 20 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,19393,,1,html-button-response,,
901,list3,,,,,,0.0-2.0,,0,,1861,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,21256,,2,html-button-response,,
901,list3,,,,,,0.0-3.0,,2,correct,3531,,,,audio/gift.wav,,24785,,3,audio-button-response,,
901,list3,,,,,,0.0-4.0,,0,,2901,,,,<p>Correct! You are ready to begin the study.</p>,,27687,,4,html-button-response,,
901,list3,,,,,,0.0-5.0,,0,,9258,,,,"<p><font size='3'>In this experiment, you will listen to a series of sentences, produced by different speakers. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You may click along this scale after the speaker stops talking. Try to respond as quickly as you can. If you do not respond within ten seconds, the experiment will advance automatically. There will be a progress bar at the top of the screen. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,36946,,5,html-button-response,,
901,list3,,,,,,0.0-6.0-0.0,neutral,,,,control,5000,246,audio/246_CN4.wav,,46965,,6,audio-slider-response,4,
901,list3,,,,,,0.0-6.0-1.0,,,,,,,,,,47482,,7,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.1,neutral,,,,mid,5000,723,audio/723_SN13_mid.wav,,57485,,8,audio-slider-response,13,
901,list3,,,,,,0.0-6.0-1.1,,,,,,,,,,57988,,9,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.2,neutral,5675,,5488,mid,5000,723,audio/723_SN7_mid.wav,,63484,,10,audio-slider-response,7,
901,list3,,,,,,0.0-6.0-1.2,,,,,,,,,,63986,,11,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.3,neutral,6020,,3499,low,5000,246,audio/246_SN19_low.wav,,67484,,12,audio-slider-response,19,
901,list3,,,,,,0.0-6.0-1.3,,,,,,,,,,67985,,13,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.4,neutral,6185,,4499,control,5000,723,audio/723_CN8.wav,,72486,,14,audio-slider-response,8,
901,list3,,,,,,0.0-6.0-1.4,,,,,,,,,,72986,,15,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.5,neutral,5896,,7880,low,5000,246,audio/246_SN5_low.wav,,80866,,16,audio-slider-response,5,
901,list3,,,,,,0.0-6.0-1.5,,,,,,,,,,81369,,17,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.6,neutral,5813,,3429,control,5000,246,audio/246_CN13.wav,,84808,,18,audio-slider-response,13,
901,list3,,,,,,0.0-6.0-1.6,,,,,,,,,,85322,,19,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.7,neutral,5345,,5501,high,5000,723,audio/723_SN17_high.wav,,90821,,20,audio-slider-response,17,
901,list3,,,,,,0.0-6.0-1.7,,,,,,,,,,91334,,21,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.8,neutral,5634,,3621,high,5000,723,audio/723_SN21_high.wav,,94953,,22,audio-slider-response,21,
901,list3,,,,,,0.0-6.0-1.8,,,,,,,,,,95464,,23,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.9,neutral,5455,,4789,low,5000,246,audio/246_SN15_low.wav,,100258,,24,audio-slider-response,15,
901,list3,,,,,,0.0-6.0-1.9,,,,,,,,,,100770,,25,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.10,neutral,5868,,3680,low,5000,723,audio/723_SN19_low.wav,,104453,,26,audio-slider-response,19,
901,list3,,,,,,0.0-6.0-1.10,,,,,,,,,,104963,,27,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.11,neutral,5152,,4040,high,5000,723,audio/723_SN4_high.wav,,109005,,28,audio-slider-response,4,
901,list3,,,,,,0.0-6.0-1.11,,,,,,,,,,109518,,29,html-keyboard-response,,
901,list3,,,,,,0.0-6.0-0.12,neutral,5799,,3661,low,5000,723,audio/723_SN9_low.wav,,113186,,30,audio-slider-response,9,
901,list3,,,,,,0.0-6.0-1.12,,,,,,,,,,113701,,31,html-keyboard-response,,
